"Genetic ID (suffices: "".DG"" is a high coverage shotgun genome with diploid genotype calls; "".SG"" is a high coverage shotgun genome with diploid genotype calls; "".AG,  .TW, .BY, .AA, .EC, .WGC""  are Agilent 1240K or Twist Ancient DNA or ""Big Yoruba"" or ""Archaic Admixture"" or ""Exome"" or ""Whole-Genome Capture"" data respectively; each analyzed position is represented by a randomly chosen sequence allowing for combinations when merged (separable by readgroups if possible).  "".HO"" is Affymetrix Human Origins genotype data and ""REF"" is reference haploid data.",Persistent Genetic ID,Individual ID,Skeletal code,Skeletal element,"First publication: Abbreviation for earliest paper that reported data from this individual (this is not always the same as the data being analyzed, which may be from a different or improved dataset)",Publication abbreviation,doi for publication of this representation of the data,Link to the most permanent repository hosting these data,"Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r5; Atmospheric data from Reimer et al (2020)","Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]","Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform distribution between the two bounds for a contextual date]","Full Date One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990+-40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE","Age at death, Morphological sex from physical anthropology",Group ID,Locality,Political Entity,Latitude,Longitude,Pulldown Strategy,Suffices (indicating data types used for sources which can be a subset of that in bam),Data type,No. Libraries,Mean coverage on 1.15M autosomal targets for full bam (if no off-target entry not up-to-date),"Mean coverage on non-targeted autosomal SNPs for full bam - not yet computed if """".."""" and bam restricted to on-target SNPs if """"0""""",SNPs hit on autosomal targets (Computed using easystats on enhance 2M capture subset) ,SNPs hit on autosomal targets (Computed using easystats on 1240k snpset),SNPs hit on autosomal targets (Computed using easystats on HO snpset),SNPs hit on autosomal targets (Computed using easystats on Compatibility snpset),SNPs hit on autosomal targets (Computed using easystats on Compatibility_HO snpset),Molecular Sex,Family relations,Sum total of ROH segments >20cM,Sum total of ROH segments >20cM.1,Y haplogroup in terminal mutation notation automatically called based on Y-full 12.03 with the software described in Lazaridis et al. Science 2022,Y haplogroup  in ISOGG notation automatically called based on Yfull 12.03 with the software described in Lazaridis et al. Science 2022,Y haplogroup manually called if different from automatic,mtDNA coverage (merged data),mtDNA haplogroup if >2x or published,"mtDNA match to consensus if >10x (merged data) [estimates are typically off by (uncorrected + power(10,-0.271*LOG(mt-coverage)-1.120)]",Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data),Sex ratio [Y/(Y+X) counts] (merged data),ANGSD MOM 95% CI truncated at 0 (only if male and >=200 SNPs) [estimates are typically 0.005 too high],hapConX 95% CI truncated at 0 (only if male and >=2000 SNPs covered on X chromosome) [estimates are typically 0.005 too high],"Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)",Libraries,endogenous by library (computed on shotgun data),ASSESSMENT,"ASSESSMENT WARNINGS: X contamination interval is listed if lower bound is >=0.005 for either ANGSD or hapConX, ""QUESTIONABLE"" if lower bound is 0.015-0.035 for hapConX (or ANGSD if no hapConX computation), ""CRITICAL"" or ""FAIL"" if lower bound is >0.03  for hapConX (or ANGSD if no hapConX computation) |mtcontam confidence interval is listed if coverage >10 and upper bound is <0.98, ""QUESTIONABLE"" if upper bound is 0.9-0.95; ""CRITICAL"" if upper bound is <0.9, QUESTIONABLE status gets overriden by ANGSD or hapConX if upper bound of contamination estimate is <0.01 | damage for ds.half is ""CRITICAL/FAIL"" if <0.01, and recorded but passed if 0.01-0.03; libraries with untreated last base are ""CRITICAL"" or ""FAIL"" if <0.01, ""QUESTIONABLE"" if 0.01-0.03, and recorded but passed if 0.03-0.1 | sex.ratio is QUESTIONABLE if [0.03,0.1) or (0.30,0.32]; CRITICAL/FAIL if [0.1,0.3] | f4(All,Damage;CEU,CHB) for non-damage-restricted samples is ""CRITICAL/FAIL"" if |Z|>=3.5, QUESTIONABLE if 3.5>Z>=3.0, listed if Z>=2.0",subpopulation,date_CE
I7261.AG,3260,I7261,A,long bone,RingbauerReichNature2025,RingbauerReichNature2025,https://doi.org/10.1038/s41586-025-08913-3 ,ENA:PRJEB86313,Context: Archaeological,2300,87.0,500-200 BCE,..,Italy_Sicily_IA_b_IA_c_Punic,"Lilybaeum-Via Gramsci (Sicily, Trapani, Marsala)",Italy,37.804301,12.4371,Native Pulldown on 3.2M snpset,AG,1240k,1,0.49126355,0.02379248,594866,410883,216096,373538,100587,M,..,0,0,G-Z1903,G2a2b2a1a1c1,..,32,T2b32,"[0.987,0.998]",0.108,0.426,"[0,0.011]","[0,0.004]",ds.half,S7261.E1.L1,0.027,Pass,..,Italian_Central_Med,-350
I7263.AG,3261,I7263,C,petrous (cochlea),RingbauerReichNature2025,RingbauerReichNature2025,https://doi.org/10.1038/s41586-025-08913-3 ,ENA:PRJEB86313,Context: Archaeological,2300,87.0,500-200 BCE,..,Italy_Sicily_IA_b_IA_c_Punic,"Lilybaeum-Via Gramsci (Sicily, Trapani, Marsala)",Italy,37.804301,12.4371,Native Pulldown on 3.2M snpset,AG,1240k,1,0.13580889,0.00826775,206799,141750,75077,129833,35139,F,..,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),n/a (female),11.5,U3a2a,"[0.942,0.977]",0.064,0.011,n/a (female),n/a (female),ds.half,S7263.E1.L1,0.012,Pass,"mtcontam=[0.942,0.977]",Italian_Central_Med,-350
I7265.AG,3262,I7265,E,petrous (cochlea),RingbauerReichNature2025,RingbauerReichNature2025,https://doi.org/10.1038/s41586-025-08913-3 ,ENA:PRJEB86313,Direct: IntCal20,1732,34.0,"129-310 calCE (1830±20 BP, PSUAMS-5508)",..,Italy_Sicily_ImperialRoman_Sicilia,"Lilybaeum-Via De Gasperi (Sicily, Trapani, Marsala)",Italy,37.8043,12.4371,Native Pulldown on 3.2M snpset,AG,1240k,2,0.59169644,0.02686843,650641,447721,238634,405399,110695,M,..,0,0,J-Y169874,J1a2a1b1~,..,23.771501,R0a,"[0.961,0.995]",..,..,"[0,0.013]","[0,0.009]","ds.half,ds.half","S7265.E1.L1,S7455.E1.L1","0.019,0.010",Pass,..,Italian_Central_Med,218
I7267.AG,3263,I7267,G (Tomb 2),long bone,RingbauerReichNature2025,RingbauerReichNature2025,https://doi.org/10.1038/s41586-025-08913-3 ,ENA:PRJEB86313,Context: Archaeological,2300,87.0,500-200 BCE,female,Italy_Sicily_IA_b_IA_c_Punic_possible,"Lilybaeum-Crispia Salvia Tomb (Sicily, Trapani, Marsala)",Italy,37.804387,12.437169,Native Pulldown on 3.2M snpset,AG,1240k,1,0.03039702,0.00549859,48904,32538,17229,31499,8294,F,..,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),n/a (female),1.396162,n/a (<2x),n/a (<10x),0.002,0.007,n/a (female),n/a (female),ds.half,S7267.E1.L1,0.054,CRITICAL,damage.ds.half=0.002,Italian_Central_Med,-350
I7454.AG,3366,I7454,"18, T105",tooth,RingbauerReichNature2025,RingbauerReichNature2025,https://doi.org/10.1038/s41586-025-08913-3 ,ENA:PRJEB86313,Direct: IntCal20,2160,80.0,"350-58 calBCE (2150±20 BP, PSUAMS-5510)",..,Italy_Sicily_IA_c_Punic_IA_d,"Lilybaeum-Via De Gasperi (Sicily, Trapani, Marsala)",Italy,37.8043,12.4371,Native Pulldown on 3.2M snpset,AG,1240k,1,0.1673053,0.0063346,231200,163807,86726,141197,39400,F,..,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),n/a (female),50,H5a,"[0.982,0.995]",0.088,0.014,n/a (female),n/a (female),ds.half,S7454.E1.L1,0.0064,Pass,..,Italian_Central_Med,-210
I7650.AG,3455,I7650,12 Motya - Area K Est - Mo 85,tooth,RingbauerReichNature2025,RingbauerReichNature2025,https://doi.org/10.1038/s41586-025-08913-3 ,ENA:PRJEB86313,Context: Archaeological,2350,58.0,500-300 BCE,..,Italy_Sicily_IA_b_IA_c_Punic,"Motya (Mozia) (Sicily, Trapani, Marsala, San Pantaleo Island)",Italy,37.5353,12.2637,Native Pulldown on 3.2M snpset,AG,1240k,1,0.06634835,0.00317524,101537,71159,37421,63120,17219,M,..,n/a (<300K SNPs),n/a (<300K SNPs),R-P297,R1b1a1,..,37.9,J2a1a1,"[0.996,1.000]",0.086,0.427,n/a (<200 SNPs),n/a (<2000 X SNPs),ds.half,S7650.E1.L1,0.0073,Pass,..,Italian_Central_Med,-400
I7763.AG,3494,I7763,7 Motya - Archaic Necropolis - O.213-1,tooth,RingbauerReichNature2025,RingbauerReichNature2025,https://doi.org/10.1038/s41586-025-08913-3 ,ENA:PRJEB86313,Context: Archaeological,2350,58.0,500-300 BCE,..,Italy_Sicily_IA_b_IA_c_Punic,"Motya (Mozia) (Sicily, Trapani, Marsala, San Pantaleo Island)",Italy,37.5353,12.2637,Native Pulldown on 3.2M snpset,AG,1240k,1,0.00693354,0.00043389,10620,7434,3921,6654,1851,M,..,n/a (<300K SNPs),n/a (<300K SNPs),..,..,..,74.7,K1a3a,"[0.992,0.999]",0.04,0.364,..,n/a (<2000 X SNPs),ds.half,S7763.E1.L1,0.0031,Pass,..,Italian_Central_Med,-400
I7833.AG,3512,I7833,Sample 48 - Tumulus IV (Tumulus IV-IV.4.57),petrous (cochlea),LazaridisReichScience2022,LazaridisReichScience2022,https://doi.org/10.1126/science.abm4247,ENA:PRJEB54831,Direct: IntCal20,1610,47.0,"252-412 calCE (1715±25 BP, PSUAMS-3469)",..,Greece_Achaia_LateAntiquity_ImperialRoman,"Vranas Marathon (Attica, East Attica, Marathonas)",Greece,38.122207,23.946392,Native Pulldown on 3.2M snpset,AG,1240k,2,4.45876596,0.1112457,1431368,942462,493657,920881,233155,M,..,0,0,T-CTS3767,T1a2b1a,..,2.837105,H,n/a (<10x),..,..,"[0.002,0.01]","[0.004,0.007]","ds.half,ds.half","S8051.E1.L1,S7833.E1.L1","0.0093,0.697",Pass,..,Eastern_Med,340
I8038.AG,3596,I8038,"23, T145",tooth,RingbauerReichNature2025,RingbauerReichNature2025,https://doi.org/10.1038/s41586-025-08913-3 ,ENA:PRJEB86313,Context: Archaeological,2300,87.0,500-200 BCE,..,Italy_Sicily_IA_b_IA_c_Punic,"Lilybaeum-Via Berta (Sicily, Trapani, Marsala)",Italy,37.8046,12.4363,Native Pulldown on 3.2M snpset,AG,1240k,1,0.00998315,0.00046666,15216,10962,5818,9256,2631,M,..,n/a (<300K SNPs),n/a (<300K SNPs),F,F,..,7.21,V,n/a (<10x),0.064,0.492,..,n/a (<2000 X SNPs),ds.half,S8038.E1.L1,0.006,Pass,..,Italian_Central_Med,-350
I8039.AG,3597,I8039,"25, T32",tooth,RingbauerReichNature2025,RingbauerReichNature2025,https://doi.org/10.1038/s41586-025-08913-3 ,ENA:PRJEB86313,Context: Archaeological,2300,87.0,500-200 BCE,..,Italy_Sicily_IA_b_IA_c_Punic,"Lilybaeum-Via Berta (Sicily, Trapani, Marsala)",Italy,37.8046,12.4363,Native Pulldown on 3.2M snpset,AG,1240k,1,0.04583366,0.00285851,70388,49097,25803,44271,12006,F,..,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),n/a (female),33,V25,"[0.997,1.000]",0.078,0.011,n/a (female),n/a (female),ds.half,S8039.E1.L1,0.0071,Pass,..,Italian_Central_Med,-350
I8135.AG,3647,I8135,CH-08-C12-UE1209-E3,petrous (cochlea),RingbauerReichNature2025,RingbauerReichNature2025,https://doi.org/10.1038/s41586-025-08913-3 ,ENA:PRJEB86313,Direct: IntCal20,2241,57.0,"391-204 calBCE (2247±28 BP, CIRAM-6500)",..,Spain_Punic,"Campo de Hockey (Andalusia, Cádiz, San Fernando)",Spain,36.445,-6.21,Native Pulldown on 3.2M snpset,AG,1240k,1,4.33956523,0.14871417,1346768,890262,471233,860099,221555,F,..,0,0,n/a (female),n/a (female),n/a (female),97.9,J2a1a1c,"[0.984,0.994]",0.141,0.018,n/a (female),n/a (female),ds.half,S8135.E1.L1,0.666,Pass,..,Western_European,-291
I8202.AG,3686,I8202,02-SU-33-A4-T1077,tooth,OlaldeReichScience2019,OlaldeReichScience2019,https://doi.org/10.1126/science.aav4040,ENA:PRJEB30874,Context: Archaeological,1750,58.0,100-300 CE,..,Spain_ImperialRoman-oLocal,"Necrópolis Granada (Catalonia, Girona, Empúries)",Spain,42.128662,3.1212,Native Pulldown on 3.2M snpset,AG,1240k,2,0.1130285,0.00620255,166411,116624,60305,104588,28198,M,..,n/a (<300K SNPs),n/a (<300K SNPs),R-L151,R1b1a1b1a1a,..,..,K2b1,..,..,..,..,"[0,0.021]","ds.half,ss.USER","S8202.E1.L1,S8202.E1.L2","0.010,..",Pass,..,Western_European,200
I8203.AG,3687,I8203,02-SU-33-A4-T1058,tooth,OlaldeReichScience2019,OlaldeReichScience2019,https://doi.org/10.1126/science.aav4040,ENA:PRJEB30874,Context: Archaeological,2150,58.0,300-100 BCE,..,Spain_LateArchaic_Classical_Hellenistic-oLocal,"Necrópolis Granada (Catalonia, Girona, Empúries)",Spain,42.128662,3.1212,Native Pulldown on 3.2M snpset,AG,1240k,2,0.723624,0.03512426,787093,538725,280533,498456,130877,F,..,0,0,n/a (female),n/a (female),n/a (female),..,H13a1a1,..,..,..,n/a (female),n/a (female),"ds.half,ss.USER","S8203.E1.L1,S8203.E1.L2","0.012,..",Pass,..,Western_European,-200
I8204.AG,3688,I8204,12-SU-33-A4-600,tooth,OlaldeReichScience2019,OlaldeReichScience2019,https://doi.org/10.1126/science.aav4040,ENA:PRJEB30874,Direct: IntCal20,2179,76.0,"350-111 calBCE (2155±15 BP, PSUAMS-8172)",..,Spain_LateArchaic_Classical_Hellenistic-oMixedDup,"Necrópolis Granada (Catalonia, Girona, Empúries)",Spain,42.128662,3.1212,Native Pulldown on 3.2M snpset,AG,1240k,2,0.13577325,0.00771471,195086,137887,69912,124421,32774,F,..,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),n/a (female),..,H1e,..,..,..,n/a (female),n/a (female),"ds.half,ss.USER","S8204.E1.L1,S8204.E1.L2","0.013,..",CRITICAL,mtmatchmax=0.709-1,Western_European,-229
I8205.AG,3689,I8205,12-SU-33-A4-180,tooth,OlaldeReichScience2019,OlaldeReichScience2019,https://doi.org/10.1126/science.aav4040,ENA:PRJEB30874,Context: Archaeological,2150,58.0,300-100 BCE,..,Spain_LateArchaic_Classical_Hellenistic-oAegean,"Necrópolis Granada (Catalonia, Girona, Empúries)",Spain,42.128662,3.1212,Native Pulldown on 3.2M snpset,AG,1240k,2,0.06966129,0.00403905,106313,74197,38710,66752,18199,M,..,n/a (<300K SNPs),n/a (<300K SNPs),J-Z1828,J1,..,..,H14a2c,..,..,..,..,n/a (<2000 X SNPs),"ds.half,ss.USER","S8205.E1.L1,S8205.E1.L2","0.0077,..",Pass,..,Western_European,-200
I8206.AG,3690,I8206,12-SU-33-A4-T680,tooth,OlaldeReichScience2019,OlaldeReichScience2019,https://doi.org/10.1126/science.aav4040,ENA:PRJEB30874,Direct: IntCal20,2103,58.0,"340-57 calBCE (2130±15 BP, PSUAMS-8173)",..,Spain_LateArchaic_Classical_Hellenistic-oLocal,"Necrópolis Granada (Catalonia, Girona, Empúries)",Spain,42.128662,3.1212,Native Pulldown on 3.2M snpset,AG,1240k,2,0.52207165,0.03202051,623306,433517,223655,396906,105045,M,..,0,0,R-M269,R1b1a1b,..,..,H7a1,..,..,..,..,"[0,0.006]","ds.half,ss.USER","S8206.E1.L1,S8206.E1.L2","0.020,..",Pass,..,Western_European,-153
I8208.AG,3691,I8208,12-SU-33-A4-T510,tooth,OlaldeReichScience2019,OlaldeReichScience2019,https://doi.org/10.1126/science.aav4040,ENA:PRJEB30874,Direct: IntCal20,2226,50.0,"376-201 calBCE (2220±20 BP, PSUAMS-4277)",..,Spain_LateArchaic_Classical_Hellenistic-oAegean,"Necrópolis Granada (Catalonia, Girona, Empúries)",Spain,42.128662,3.1212,Native Pulldown on 3.2M snpset,AG,1240k,2,0.45485422,0.02431474,567723,392683,204131,358092,95139,M,..,0,0,J-L558,J2a1a1a2b,..,..,H33,..,..,..,..,"[0,0.003]","ds.half,ss.USER","S8208.E1.L1,S8208.E1.L2","0.010,..",Pass,..,Western_European,-276
I8210.AG,3693,I8210,10-SU-28-D1-E-91,tooth,OlaldeReichScience2019,OlaldeReichScience2019,https://doi.org/10.1126/science.aav4040,ENA:PRJEB30874,Context: Archaeological,2375,43.0,500-350 BCE,..,Spain_LateArchaic_Classical_Hellenistic,"Necrópolis Centre de Visitants (Catalonia, Girona, Empúries)",Spain,42.133301,3.1083,Native Pulldown on 3.2M snpset,AG,1240k,2,0.06169268,0.00392586,94009,65218,34408,59249,16041,M,..,n/a (<300K SNPs),n/a (<300K SNPs),R1,R1,..,..,U5b3,..,..,..,..,n/a (<2000 X SNPs),"ds.half,ss.USER","S8210.E1.L1,S8210.E1.L2","0.0041,..",Pass,..,Western_European,-425
I8211.AG,3694,I8211,10-SU-28-D1-E-96,tooth,OlaldeReichScience2019,OlaldeReichScience2019,https://doi.org/10.1126/science.aav4040,ENA:PRJEB30874,Context: Archaeological,2425,14.0,500-450 BCE,..,Spain_LateArchaic_Classical_Hellenistic,"Necrópolis Centre de Visitants (Catalonia, Girona, Empúries)",Spain,42.133301,3.1083,Native Pulldown on 3.2M snpset,AG,1240k,2,0.02870492,0.00236207,43980,30397,15777,27820,7420,M,,n/a (<300K SNPs),n/a (<300K SNPs),R1,R1,..,..,HV0+195,..,..,..,..,n/a (<2000 X SNPs),"ds.half,ss.USER","S8211.E1.L1,S8211.E1.L2","0.0043,..",Pass,..,Western_European,-475
I8212.AG,3695,I8212,10-SU-28-D1-E-46,tooth,OlaldeReichScience2019,OlaldeReichScience2019,https://doi.org/10.1126/science.aav4040,ENA:PRJEB30874,Context: Archaeological,2375,43.0,500-350 BCE,..,Spain_LateArchaic_Classical_Hellenistic,"Necrópolis Centre de Visitants (Catalonia, Girona, Empúries)",Spain,42.133301,3.1083,Native Pulldown on 3.2M snpset,AG,1240k,2,0.03363696,0.00261129,52023,36030,18791,33091,8911,M,..,n/a (<300K SNPs),n/a (<300K SNPs),F,F,..,..,H27+16093,..,..,..,..,n/a (<2000 X SNPs),"ds.half,ss.USER","S8212.E1.L1,S8212.E1.L2","0.0042,..",Pass,..,Western_European,-425
I8213.AG,3696,I8213,10-SU-28-D1-E-60,tooth,OlaldeReichScience2019,OlaldeReichScience2019,https://doi.org/10.1126/science.aav4040,ENA:PRJEB30874,Context: Archaeological,2400,29.0,500-400 BCE,..,Spain_LateArchaic_Classical_Hellenistic,"Necrópolis Centre de Visitants (Catalonia, Girona, Empúries)",Spain,42.133301,3.1083,Native Pulldown on 3.2M snpset,AG,1240k,2,0.01177607,0.0009204,17982,12544,6494,11422,3073,F,..,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),n/a (female),..,K2a,..,..,..,n/a (female),n/a (female),"ds.half,ss.USER","S8213.E1.L1,S8213.E1.L2","0.0090,..",Pass,..,Western_European,-450
I8214.AG,3697,I8214,10-SU-28-D1-E-82,tooth,OlaldeReichScience2019,OlaldeReichScience2019,https://doi.org/10.1126/science.aav4040,ENA:PRJEB30874,Context: Archaeological,2375,43.0,500-350 BCE,..,Spain_LateArchaic_Classical_Hellenistic,"Necrópolis Centre de Visitants (Catalonia, Girona, Empúries)",Spain,42.133301,3.1083,Native Pulldown on 3.2M snpset,AG,1240k,2,0.73852268,0.03850603,792621,547096,284523,501546,133087,F,..,0,0,n/a (female),n/a (female),n/a (female),..,H3+152,..,..,..,n/a (female),n/a (female),"ds.half,ss.USER","S8214.E1.L1,S8214.E1.L2","0.032,..",Pass,..,Western_European,-425
I8216.AG,3699,I8216,10-SU-28-D1-E-35,tooth,OlaldeReichScience2019,OlaldeReichScience2019,https://doi.org/10.1126/science.aav4040,ENA:PRJEB30874,Direct: IntCal20,1795,35.0,"80-215 calCE (1895±20 BP, PSUAMS-4212)",..,Spain_ImperialRoman-oMixed,"Necrópolis Centre de Visitants (Catalonia, Girona, Empúries)",Spain,42.133301,3.1083,Native Pulldown on 3.2M snpset,AG,1240k,2,0.04065567,0.00235611,62527,43602,22799,39312,10607,M,..,n/a (<300K SNPs),n/a (<300K SNPs),J-ZS4416,J1a2a1a1~,..,..,H1,..,..,..,..,n/a (<2000 X SNPs),"ds.half,ss.USER","S8216.E1.L1,S8216.E1.L2","0.0039,..",Pass,..,Western_European,155
I8338.AG,3746,I8338,10-SU-28-D1-E-15,tooth,OlaldeReichScience2019,OlaldeReichScience2019,https://doi.org/10.1126/science.aav4040,ENA:PRJEB30874,Direct: IntCal20,1800,37.0,"79-213 calCE (1900±20 BP, PSUAMS-8222)",..,Spain_ImperialRoman-oAegean,"Necrópolis Centre de Visitants (Catalonia, Girona, Empúries)",Spain,42.133301,3.1083,Native Pulldown on 3.2M snpset,AG,1240k,1,0.04488115,0.00262221,70435,47584,25313,44885,12088,F,..,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),n/a (female),107,HV0+195,"[0.998,1]",0.068,0.012,n/a (female),n/a (female),ds.half,S8338.E1.L1,0.006,Pass,..,Western_European,150
I8339.AG,3747,I8339,10-SU-28-D1-E-8,tooth,OlaldeReichScience2019,OlaldeReichScience2019,https://doi.org/10.1126/science.aav4040,ENA:PRJEB30874,Direct: IntCal20,1777,28.0,"125-220 calCE (1870±15 BP, PSUAMS-8175)",..,Spain_ImperialRoman-oLocal,"Necrópolis Centre de Visitants (Catalonia, Girona, Empúries)",Spain,42.133301,3.1083,Native Pulldown on 3.2M snpset,AG,1240k,1,0.30662267,0.00702366,409383,279115,148921,257574,69705,F,..,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),n/a (female),83.6,K1a+195,"[0.993,0.999]",0.076,0.009,n/a (female),n/a (female),ds.half,S8339.E1.L1,0.012,Pass,..,Western_European,173
I8340.AG,3748,I8340,10-SU-28-D1-E-63,tooth,OlaldeReichScience2019,OlaldeReichScience2019,https://doi.org/10.1126/science.aav4040,ENA:PRJEB30874,Context: Archaeological,2375,43.0,500-350 BCE,..,Spain_LateArchaic_Classical_Hellenistic,"Necrópolis Centre de Visitants (Catalonia, Girona, Empúries)",Spain,42.133301,3.1083,Native Pulldown on 3.2M snpset,AG,1240k,1,0.02494092,0.00084494,38945,26756,14016,24495,6511,F,..,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),n/a (female),93.3,K1a+195,"[0.999,1]",0.069,0.013,n/a (female),n/a (female),ds.half,S8340.E1.L1,0.0033,Pass,..,Western_European,-425
I8341.AG,3749,I8341,10-SU-28-D1-E-62,tooth,OlaldeReichScience2019,OlaldeReichScience2019,https://doi.org/10.1126/science.aav4040,ENA:PRJEB30874,Context: Archaeological,2375,43.0,500-350 BCE,..,Spain_LateArchaic_Classical_Hellenistic,"Necrópolis Centre de Visitants (Catalonia, Girona, Empúries)",Spain,42.133301,3.1083,Native Pulldown on 3.2M snpset,AG,1240k,1,0.04677922,0.00140394,72336,49881,26742,45502,12509,M,..,n/a (<300K SNPs),n/a (<300K SNPs),F,F,..,110,H1,"[0.997,1]",0.096,0.433,n/a (<200 SNPs),n/a (<2000 X SNPs),ds.half,S8341.E1.L1,0.0051,Pass,..,Western_European,-425
I8343.AG,3750,I8343,05-SMG-8075,tooth,OlaldeReichScience2019,OlaldeReichScience2019,https://doi.org/10.1126/science.aav4040,ENA:PRJEB30874,Direct: IntCal20,1287,15.0,"647-676 calCE (1355±15 BP, PSUAMS-8223)",..,Spain_Roman_LateAntiquity-oMixed,"Necrópolis Santa Magdalena (Catalonia, Girona, Empúries)",Spain,42.131019,3.1111,Native Pulldown on 3.2M snpset,AG,1240k,1,0.09065745,0.00241867,138307,95130,50681,87035,23700,M,..,n/a (<300K SNPs),n/a (<300K SNPs),R-M269,R1b1a1b,..,171,J1c2c2,"[0.985,0.993]",0.066,0.422,n/a (<200 SNPs),n/a (<2000 X SNPs),ds.half,S8343.E1.L1,0.0069,Pass,..,Western_European,663
I8344.AG,3751,I8344,10-SU-28-D1-E-74,tooth,OlaldeReichScience2019,OlaldeReichScience2019,https://doi.org/10.1126/science.aav4040,ENA:PRJEB30874,Context: Archaeological,2400,29.0,500-400 BCE,..,Spain_LateArchaic_Classical_Hellenistic,"Necrópolis Centre de Visitants (Catalonia, Girona, Empúries)",Spain,42.133301,3.1083,Native Pulldown on 3.2M snpset,AG,1240k,1,0.03704376,0.00099189,57543,39596,20964,35836,9741,M,..,n/a (<300K SNPs),n/a (<300K SNPs),IJK,IJK,..,178,H3,"[0.97,0.983]",0.079,0.405,n/a (<200 SNPs),n/a (<2000 X SNPs),ds.half,S8344.E1.L1,0.0041,Pass,..,Western_European,-450
I8366.AG,3758,I8366,KM-1a,petrous (cochlea),LazaridisReichScience2022,LazaridisReichScience2022,https://doi.org/10.1126/science.abm4247,ENA:PRJEB54831,Context: Archaeological,1350,58.0,500-700 CE,subadult (juvenile); 2 yrs,Turkey_Medieval_Byzantine,"İznik-Basilica (Marmara, Bursa, İznik)",Turkey,40.42,29.71,Native Pulldown on 3.2M snpset,AG,1240k,1,2.55945696,0.13171599,1251643,828254,444120,794460,208311,M,"1.0d brothers:I8366:I8367,2.5d:I8366:I8368",0,0,E-Y30977,E1b1b1a1b1,..,139,T2g1,"[0.994,1.000]",0.073,0.425,"[0.001,0.006]","[0.003,0.006]",ds.half,S8366.E1.L1,0.229,Pass,..,Eastern_Med,600
I8367.AG,3759,I8367,KM-2,petrous (cochlea),LazaridisReichScience2022,LazaridisReichScience2022,https://doi.org/10.1126/science.abm4247,ENA:PRJEB54831,Context: Archaeological,1350,58.0,500-700 CE,subadult (infant); 0.25 yrs,Turkey_Medieval_Byzantine,"İznik-Basilica (Marmara, Bursa, İznik)",Turkey,40.42,29.71,Native Pulldown on 3.2M snpset,AG,1240k,1,0.77979453,0.04540459,774249,533576,286514,483320,133012,M,"1.0d brothers:I8366:I8367,2.5d:I8367:I8368",0,0,E-V13,E1b1b1a1b1,..,87.9,T2g1,"[0.973,0.985]",0.053,0.432,"[0,0.011]","[0,0.005]",ds.half,S8367.E1.L1,0.062,Pass,..,Eastern_Med,600
I8371.AG,3760,I8371,KM-8 (grave 9),petrous (cochlea),LazaridisReichScience2022,LazaridisReichScience2022,https://doi.org/10.1126/science.abm4247,ENA:PRJEB54831,Context: Archaeological,1350,58.0,500-700 CE,adult (middle); 35-45 yrs,Turkey_Medieval_Byzantine,"İznik-Basilica (Marmara, Bursa, İznik)",Turkey,40.42,29.71,Native Pulldown on 3.2M snpset,AG,1240k,1,3.1437297,0.15438254,1261951,837905,448794,800796,210424,F,..,0,0,n/a (female),n/a (female),n/a (female),339,X2n,"[0.992,0.999]",0.107,0.016,n/a (female),n/a (female),ds.half,S8371.E1.L1,0.852,Pass,..,Eastern_Med,600
